Strict score	Loose score	C&I rank	C&I score	SE rank	SE score	Q rank	Q score	Sender Role	Message
60	60	1	75	0	10	0	5	CHW	"How are you all my VHTs, sorry Doctor Andrew about the dog yesterday, but am so happy to hear this morning that you have got the dog, am Nora."
61	61	1	94	0	31	0	2	Peer supervisor	Sorry for the sad news. May her soul rest in peace and Gordon we share the pain with you.
66	66	1	75	0	9	0	0	Facilitator	 I am sorry Francesca. I only just heard all this now.
67	67	0	-10	1	68	0	11	Facilitator	We will be at seeta nazigo ready to see patients from 9am today
68	68	3	20	1	26	2	22	Facilitator	Great. That is a brilliant idea Nora. this group is ideal for sharing such message of encouragement and ideas about how we can improve things. I know the kavuule and kirujja butoke group are going in pairs on their visits and also that they are making house hold lists and checking them off.
68	68	1	68	0	1	0	-1	CHW	"Sorry about the child Nora, sorry let's pray for you."
46	68	1	79	2	11	0	22	Facilitator	Matthew. I'm sorry you are still in pain. Have you been to see the doctor ? I think this issue has gone on now for a while and its important you get help. I'm happy to drive you to mukono one day if this will help reduce transport costs.
69	69	1	46	2	32	0	9	CHW	"I thank my supervisor Dorothy  for coming today to review our patients and the work was done very well. We visited the patients who are more that one, I don't know whether you arrived safely, if you arrived safely, that is good. We worked today's evening from 4pm to 5pm. Please Dorothy continue with that heart of acting as soon ad possible, thank you so much, let's pray for each other so that we can do Andrew's work very well."
-84	70	2	64	0	7	1	13	Facilitator	Good morning VHTs. Just a reminder that when you complete forms please do so correctly. Some are missing the hearing information and are blank. We can only then assume you did not test for hearing. Thank you and have a good day
73	73	0	-2	1	77	0	6	Facilitator	OK I can meet her in the morning if she likes??
-83	73	2	49	1	29	0	5	Peer supervisor	"Greetings my fellow VHTs, thanks for the work your are doing, I wanted to remind you that Andrew is willing to go on a home visit today with anyone who have appointments of home visit, if there is anyone who made an appointment with Andrew I request you to be there on time that you agreed, I wish you all the best wherever you will be going, Gob bless you such that everything works well."
74	74	2	40	0	10	1	44	Facilitator	We have collected forms at the health center from Dorothy; Edward ; Luke. Well done to these 3 VHTs. This is excellent. Please all other VHTs drop your forms in the box at the health center each Monday . The pink form goes in the box ; the blue one goes to the patient. And you keep the white form in your book
-80	76	2	72	1	6	0	2	CHW	Sorry Bryan. I made a mistake. I came back from the hospital - they told me to go back Monday.
78	78	2	34	1	65	0	21	Peer supervisor	"Greetings Harriet. Please remind me, are we supposed to start at 1pm or 2pm?"
-89	79	2	80	1	4	0	5	CHW	"Greetings members, thanks for today's work, I want to announce the death of my Mother is had remained at my dad's place, she got a car accident and died, burial is tomorrow in Bugerere the place is called mukoloto where they are going to burry her tomorrow, whoever have heard should tell another."
-105	81	2	52	1	41	0	12	Peer supervisor	"Thanks for the work you are doing my fellow VHTs wherever you are working from. I continue to remind you about our meeting, the date has not changed, I also continue to request those who are going to meet Andrew that we are going to meet you there. I was reminding you that we be there on time. Since we are always having issues with electricity and charging the phones, I request exact one of you to inform a friend, in this meeting we are going to go through some things like organizing a speech and the rest you will know when we meet."
52	82	2	15	1	83	0	16	Facilitator	"Next week schedule as follows: Monday 10am - Luke we will meet and see the lady who needs washout and the young boy who will need a referral. 2pm - Gordon and Oliver to do observed home visits. 1 home each where we will observe you taking a history, performing otoscopy and doing whispered hearing test. Tuesday 1pm. Harriet and Isabella we will meet you at makata primary to do the ear washouts. 2pm - Karl and Jane. We will meet you at Makata Primary School  to do your home visits. Wednesday 2pm - Nora and Patricia we will meet you at Seeta Nazigo HC III to do your home visits. Thursday 2pm - Francesca and Matthew we will meet you at omnimed Makata to do your home visits. For all home visits bring you books, charged otoscopes and phones. Have a nice weekend."
-78	84	2	45	1	36	0	-3	CHW	"Am back again, I forgot to tell Dorothy about the time we are going for a home visit, it will be at 4pm. I hope you will be done with all your work, God bless you as you come. Greetings to you all."
86	86	1	92	0	3	0	3	CHW	" My fellow VHT Qiana, I also join the rest to send my condolences, sorry for the loss of your grandchild. Sorry for what has happened to the family of X, that child was the one helping the family, it is really a pity, sorry to Harriet who works from Seeta her Auntie, I have not managed to come for burial because am far away, may God make you strong in this situation you are in."
87	87	0	1	1	87	0	-1	CHW	When will you accompany me and Harriet on our home visits?
-101	89	2	51	1	44	0	6	Peer supervisor	"Hi members, thank you for the work you are doing even to those who  are enjoying the weekend, am requesting all the VHTs who have plans of visitiy their patients this coming week to let me know and also communicate to me about the time they are ready to go and see the patients who are on the paper we were given"
-99	89	2	63	1	31	0	5	Peer supervisor	"Well-done Qiana, for sure I saw the audio message you sent me about meeting on Friday, but I suggest we adjust the time and we meet at 1:00pm so that we can meet those patients, but I also request you to inform them such that they can be there on time. Thanks for reminding me"
-24	90	3	45	1	12	2	33	Facilitator	"For the benefit of you guys. Luke found a patient yesterday on a home visit with a very bad infection of the leg. The patient was going to stay at home but we advised them to go to Mukono District Health Center 4 in town and be seen by the doctors. This is important as the infection was very bad and the woman could die if this spread to the bone. Some were worried about the doctors wanting to ask for money. Remember that the government health centers are free. Anyone who asks for money should be directly challenged and the patient should take the doctors name. They should report this to you as VHT and you report to OmniMed. We will then make sure this is seen to by the District Health Officer Dr. Tumashabe. Remember, VHTs are the voice of the people. "
67	91	1	79	2	5	3	7	CHW	Nora I am sorry you are suffering. But you are sending too many messages and it is blocking up our phone. Please send the messages to your individual supervisors. Thank you. I say this respectfully. 
91	91	0	28	2	30	1	89	Facilitator	Can someone get a message to the lady we saw today with the 4 year old boy in seeta nazigo?? She was meant to come back to the health centre tomorrow at 8am but I won't be able to see her until 4pm. Dorothy or Nora please can you inform her??
93	93	0	6	1	95	0	-4	Peer supervisor	Send me the names of those who are going to do the home  visit tomorrow.
89	93	2	2	1	98	0	7	Facilitator	"I will be bringing supplies like consent forms , syringes etc to the health center today at 4pm and also Thursday at 2pm. Please come collect them then."
-99	99	3	74	2	3	1	22	CHW	" Greetings VHTs, Bryan if you are hearing, the child in the photo above is here at the Health centre and he needs antibiotics and the ears have wounds. I request if you are near you bring me the antibiotics"
102	102	2	17	1	89	0	4	Facilitator	"Next week can we meet to discuss the photos? Please bring your cameras. Meet at seeta nazigo HC III Tuesday 2pm - Luke and Dorothy; Tuesday 3pm - Edward and Isabella; Tuesday 4pm - Matthew and Francesca; Tuesday 5pm - Patricia; Wednesday 2pm - Gordon and Nora; Wednesday 3pm - Karl and Harriet. Please be on time. We will provide drinks and snacks and will refund 1k for transport for seeta nazigo VHTs, 2k for makata and kavuule and 3k for kirujja butooke. "
-134	102	2	98	1	20	0	16	Peer supervisor	"Good morning fellows. I don't know if you have heard about Francesca's condition. I just heard about it too this morning and I was asking Gordon if he knows what happened next but he hasn't replied yet. I called Francesca directly and she said she was really badly off yesterday but she will be fine. However, on their way to the health centre they got an accident and she had to go there again this morning for treatment. She says she will be fine though and we should continue praying for her."
102	102	1	110	0	8	0	0	CHW	"Sorry Nora - we were with you yesterday at the health centre, and didn't even know about your problem. I am so sorry some of us won't make burial but let us be together when we meet. We will always be with you. Let god make you firm. We got the information late, Sorry about that. "
95	103	1	105	2	4	0	6	CHW	"Greets VHTs, it is so sad about our supervisor loosing her mum but I was also not here yesterday I was in Misindye and I left my phone on charge. I came back in the evening but it is so sad to loose our mother. We shall meet in person so that I can send me condolance message. Sorry - we also had some issues in the family. Have a nice day. It is Matthew  in Makata. "
103	103	2	59	1	59	0	15	CHW	" Greetings dear VHTs, I heard that the Doctor will be examining only patients who have been reviewed by the VHTs, what of those we have mobilized like from the churches, since the village is big we have not managed to review all of them, what are they going to do because we told them that Doctors are coming at the Health Centre? Are we the ones going to review them before they meet the Doctor?"
-129	111	2	86	1	34	0	9	Facilitator	"Good morning. We will start the cases today . We also have not heard from Karl , Qiana or Jane. Please could you guys remember to contribute to this group"
-133	125	2	77	1	52	0	4	CHW	"Well done Bryan - I have been at Omni Med when you were not around. But on Wednesday I have an issue and might be late. But when I finish in time I will come earlier and join you. Because I am going to something important for our family. I must go to that meeting, but if I get out early I will join. That is why I came to the organisation to inform you that I might be late. "
-71	139	3	88	2	34	1	17	CHW	Good morning fellow VHTs. I have some information here thsat I want you to spread. They are saying that every VHT needs to make a report that they need to present at the end of month to show you are active. All VHTs - not just ones part of the ear project. The information is coming from the MoH and District. We will also have a meeting every month at Seeta Nazigo HC. Please let all of your friends know. Bryan you said we would be meeting at the health centre - are you still coming?
-139	139	3	71	2	3	1	65	CHW	"Greetings my fellow VHTs. Those of you from treating patients at the born again church, I welcome you back and thanks for the work you have done. Now personally I have a patient I worked on, went to her place, got to the stage of putting oil in her ears and then gave her an appointment to wash them on Friday. On that day she pretended and went away so I didn't find her there but saw her the following day on Saturday. When I asked her why she was no where to be seen, she said she had gone to Seeta. I told her since she goes to the born again church in makata I would do the ear wash out from there to which she objected. However, much as I saw her today she pretended and went away without me working on her. I am going to give up on her because I don't want to force her. Perhaps she doesn't want her ears treated. Also, there's a message Dr. Andrew sent us saying he will be with us on Monday at the health centre in Seeta but I'm not sure of the time. Those who are aware please let me know so  that I'm in position to keep time. Thanks."
140	140	2	49	1	89	0	-2	Facilitator	"Good afternoon VHTs. Next week we will meet on Thursday 2nd May to host focus discussion groups. I will provide drinks, some small snack and 2000 shillings reimbursement for transport. The meeting will last approximatly 1 hour. It will be divided into groups. The first group is Dorothy, Harriet, Karl, Gordon at 2pm. The next: Luke, Isabella, Matthew, Jane at 3pm.  The final: Edward, Nora, Patricia, Qiana, Francesca at 4pm. Wednesday is a public holiday so there will not be a meeting on Wednesday next week. Thank you and have a nice weekend."
141	141	2	49	0	-3	1	89	CHW	"Good morning our supervisor Mrs Dorothy, I went to Mr X but I didn't know you had already done the washout at the church, when I reached I saw his form and realised you have worked on him. Nice time"
-146	144	0	1	1	72	2	73	Facilitator	"Jane: (1) 70 year old man, from Kirujja Butooke (2) 11 year old girl from Nakina, (3) 25 year old woman from Kirijja Butooke.  (4)8 year old boy, Kirujja Butooke (5) 5 year old boy from Kirujja Butooke (6)  7 year old girl from Kirujja Butooke"
