Strict score	Loose score	C&I rank	C&I score	SE rank	SE score	Q rank	Q score	Sender Role	Message
139	139	1	84	2	66	0	11	CHW	"Greetings fellow VHTs and thanks for all the work you're doing for the country. Thanks for all you have sacrificed to treat people. May God bless you. I am sorry for being silent but it's because I lost someone and just came back on Sunday night. I turned off data during the period and forgot to turn it on. I also had malaria, was so down and it's only yesterday that I got some energy to go to Seeta but I am sorry for not replying to the question on Monday and Tuesday. Now this is my answer to today's question. When the mother asks the cause of acute otitis media, I tell her the child's immunity is still very low. I also explain to her that the condition is temporary. Regards to you all and I wish you well as you answer the questions. Catherine, Andrew and Bryan, I am on my way coming. May God bless you."
139	139	1	84	2	66	0	11	CHW	Good morning fellow workers  the picture shows me the disease called  fungal otitis  external.
139	139	1	84	2	66	0	11	CHW	" Greetings to you all. My name is Gordon. Now if I find that lady Annette from Makata with itching ears and she insists on me giving her antibiotic drops yet on examining there was no problem inside, I don't give them to her. I refer her to a bigger hospital for examination. We looked at some of the causes of itching yesterday like fungal infections, too much heat and too much wax. I cannot give her any medication but rather refer her. That's what I have to say. It's me Gordon from Makata."
139	139	1	84	2	66	0	11	CHW	" Good morning my brothers and sisters. Thanks for the work you're doing. We thank God for the rain today. Greetings Catherine and Bryan. How are you Andrew? How's everything? Thank God who has kept you while there. I have seen today's question and this is my reply. If I examine and find no problem like wax, pus or even a hole, it means the skin has an infection. Another reason is some people have allergies and may not be aware. Ears react faster than any other body part. That's my reply. It's either allergy or a skin infection. Rubbing them to ease the itching is also another one. The more someone does it, the more it itches. Thank you."
139	139	1	84	2	66	0	11	Facilitator	"Good morning VHTs and thanks for the work. This case is focussed on malnutrition in children.

By the end of the case you should be able to:

1.	Define malnutrition (Monday)
2.	Know the importance and causes of malnutrition (Monday) 
3.	Recognise the signs of malnutrition in a child  (Tuesday) 
4.	Know how to use a Mid-Upper Arm Circumference (MUAC) tape to assess a child for malnutrition (Wednesday) 
5.	Know the basic management plan for a child with suspected malnutrition identified in the community (Thursday)
6.	Know the important health messages they can give to caregivers to about nutrition (Friday) 

Case: You are on a home visit in Kavuule with your supervisor. At this house there is a 8 month old baby boy, Enoch. You are worried that he looks very thin and want to assess him for malnutrition. 

A.	What do you understand by the term malnutrition? B.	What are other words or terms for malnutrition in the community? C.	Why is malnutrition in childhood a problem? D.	What are some of the reasons and causes why a child might be malnourished? 
"
139	139	1	84	2	66	0	11	CHW	"Greetings my fellow VHTs. Thanks for yesterday's work. It's been awhile since we last communicated but it's because I had gone to visit a patient somewhere. My reply to today's question is, that disease called cholesteatoma is one we can't tamper with. In case I confirm she has it, I immediately refer her to an ENT surgeon. I see her ear doesn't look well. When I look inside it has pus, and a perforation of the ear drum. That patient needs a washout. After washing out I give antibiotics. Then I do follow up. "
139	139	1	84	2	66	0	11	Peer supervisor	"Good morning members. Thanks for the work we have started doing today. That lady Annette, we discovered yesterday she has itching in the ear, so we were told that sometimes itching comes because of some bacteria in the body. But in all situations there is no way that antibiotics are recommended for this. So if they are so hard on me and want antibiotics I refer them to the specialist. Then the specialist will assist them to reduce pain from itching. Then also to get some tablets for deworming for kids. They might have worms in the body. Another thing I can do, not to make her angry I just ignore her and refer her to the people who know more than me. Then I inform her - let those people examine you but if they find a problem in you I will see if you can get medicine but right now I don;t have the medicine for you. "
139	139	1	84	2	66	0	11	Facilitator	"Good morning VHTs - here is the third part of the case. You ask Patricias mother the questions. She tells you she has had diahorrea for 3 days, with 5 stools in the last 24 hours. She is tired, has not passed much urine. When you examine her her eyes are sunken and she has a dry mouth. 

Question: How do you want to treat her?"
139	139	1	84	2	66	0	11	Facilitator	Well done Dorothy this is absolutely correct. Do all other VHTs agree? If you do you don't need to reply to the question as this is the correct answer.
139	139	1	84	2	66	0	11	CHW	" Greetings ladies and gentlemen and thanks for the work. I am called Isabella Kizza. I think that patient might have been affected while still young for example    with malaria or yellow fever. When I examine him and I find he has that problem, I refer him to a specialist. Thanks."
139	139	1	84	2	66	0	11	CHW	"I am sorry someone called and my message was cut short. What I wanted to ask since I am not sure is what time we shall be meeting on Thursday. I am able to communicate now because someone helped me with the phone but it loses WhatsApp and blocks everything I try to do. Like I told you, Andrew and Bryan repaired it when we were at the health centre but it still bothers me that's why I am unable to reply to the questions. Thanks so much though for advising us. It's me your fellow health worker Johnson Matthew."
139	139	1	84	2	66	0	11	CHW	"Greetings to you all. Just like my fellows, diarrhoea at home can be prevented by mothers encouraging their children to wash their hands before eating anything and after visiting the latrine. They should also avoid eating dirty things like unwashed mangoes, defecate in latrines and not anywhere else, drink boiled water and also cover food to prevent it from contamination by cockroaches."
139	139	1	84	2	66	0	11	Facilitator	"Ok Francesca, thank you. "
139	139	1	84	2	66	0	11	CHW	I am sorry for taking long to reply. My phone was having problems.
139	139	1	84	2	66	0	11	CHW	" Greetings to you all. Just like my fellows, diarrhoea at home can be prevented by mothers encouraging their children to wash their hands before eating anything and after visiting the latrine. They should also avoid eating dirty things like unwashed mangoes, defecate in latrines and not anywhere else, drink boiled water and also cover food to prevent it from contamination by cockroaches."
139	139	1	84	2	66	0	11	CHW	"Greetings ladies and gentlemen. Thanks Catherine for the work you're doing. For today's picture this is my reply. Most times people are born with that hole because my child has it too on both ears but it has no problem. But incase I find someone with it and with discharge or itching, I advise them to buy antibiotic tablets in order to ease the pain. That hole is called pre auricular sinus. Many people have it but it has no problem. That's what I have to say about today's photo."
139	139	1	84	2	66	0	11	CHW	"Now for today's question of Annette asking for treatment for her itching ears, I personally refer her to the health centre to get pain killers. They can also examine her and if they have no medicine for her problem, they can write it down for her to get it from any pharmacy. If she insists on getting antibiotics I explain to her that I examined her ears and there's nothing like pus or perforations. Such ears don't need antibiotics and if we apply them she may get some side effects because it would be the wrong medication. I strengthen her and advise her to go to the health centre for medicine that can stop that itching. In case they don't have it, she can get it from the pharmacy after them writing it down. That's my answer to today's question. Thank you so much."
139	139	1	84	2	66	0	11	CHW	Greetings fellow VHTs. Please continue praying for me. You know the illness of my leg is not so easy. I can't rush and complete my work. Thanks for praying for me. God might heal me. 
139	139	1	84	2	66	0	11	CHW	"Greetings fellow VHTs and thanks for today's work. Thank Andrew, Catherine and Bryan for the work you're doing for us. May God bless you. This is my answer to today's question. I can honestly see a hole behind the ear. That hole is in most cases caused by a disease from poor hygiene whereas some are born with it. It's like cholesteatoma. The way the hole is formed is like...I think they call it post auricular. That's how I see it. In such a case, this is how I handle the patient. I encourage them to maintain cleanliness and to visit the health centre earlier before it gets to the bone. Once it gets to the bone it may cause damage to the brain leading to diseases like cancer. That's how I've answered today's question."
139	139	1	84	2	66	0	11	CHW	"Greetings fellow VHTs. I have also seen the question and thank my fellows who have already answered. The questions I can ask the mother include....if she has given the child ORS or fluids and if she has taken her to the health centre. The symptoms of dehydration I can look out for are body weakness. Actually the person can hardly stand and appears like they are dizzy. Secondly, the child has sunken eyes. Others include dry skin, low appetite, heavy eyes and can neither lift their legs nor handle anything with their hands due to body weakness. Those are some of the symptoms."
139	139	1	84	2	66	0	11	CHW	Please forgive me. I didn't reply to the question because my battery was dead. I have the solar charger but there was no sunshine. By the time I checked it was too late for me to answer. 
139	139	1	84	2	66	0	11	CHW	"Greetings fellow VHTs everywhere in our villages. I am Isabella Kizza. When I check the 50 year old lady called Annette and find no problem besides itching for 5 months, I first advise her not to use sticks to ease the itching. I can also refer her to specialists. That's my reply"
139	139	1	84	2	66	0	11	Peer supervisor	Good morning fellows wherever you're. Thanks for the work you're doing. I can see an ear with a hole in today's photo. People have that hole with no pain at times and from what I see it's not painful. If it was painful the person needs to see doctors. That's my view. The hole is called a sinus.
139	139	1	84	2	66	0	11	CHW	"Greetings fellow VHTs and our bosses. Bryan, Catherine, Hannah. Greetings to you all. Thanks for the questions. I apologise for not replying to the question yesterday. I was so busy. But this is my reply to todays question. For that patient who has wax I explain to them that you have wax and I am going to do a washout and then she will have our medicine of olive oil. I give her the olive oil and show her how to apply it for the first time. Then I tell her to be doing it three times a day for five days. After doing that I ask her to come back to do a washout out. If she has been doing it properly we go ahead and do that washout and dry mopping. "
139	139	1	84	2	66	0	11	CHW	"Greetings VHTs. This is my reply to that question. When I look inside the ear and see no pus or wax but the lady experiences itching, there could be germs. May be she had a shower and water went in her ears  and now there are germs. Her condition needs specialists."
139	139	1	84	2	66	0	11	Facilitator	Thank you Nora. You have answered very well but you have not shown us which ear is normal or abnormal. Another thing you have not ticked the bit where it shows wax. You have also not ticked if they have hearing loss. 
139	139	1	84	2	66	0	11	Facilitator	"Nora thank you for your answer however as Dorothy correctly observed this is called ""microtia"". The pinna is abnormally shaped following birth. You are right that you should refer them to a specialist who can surgically reconstruct the pinna. Thank you. Also if you want to learn more please refer to your booklet we gave at the training day. Microtia will be in the section on outer ear disorders."
139	139	1	84	2	66	0	11	Facilitator	"Morning VHTs. Here is a new case study. Case: On a home visit you see a child, Joyce Nakosi, who is 3 years old. The mother says that for the past two days the child has been crying, feverish, irritable and has a respiratory tract infection. They have been coughing a lot and sleeping poorly. You take the history from the mother and said says that the child has been tugging at their right ear like they are in pain, but do not have any discharge coming from the right ear. The left ear is ok.

You look in the ear with your otoscope and the ear drum (tympanic membrane) looks like this: "
139	139	1	84	2	66	0	11	Facilitator	Good morning VHTs. Here is todays question. How can you recommend community members to prevent malaria? Do you have any questions about malaria or this case which you are uncertain of and would like us to answer?
139	139	1	84	2	66	0	11	CHW	"Greetings fellow health workers and thanks for the work you're doing for the country. For those who had patients and they got well, we thank God. And for those who are still sick, may God see you through. Now when I look at that photo, the condition is called fungal otitis externa and it's in our books if you read. Regards to you all and I wish you a blessed and peaceful day tomorrow. May God enable us to wake up alive. Good bye."
139	139	1	84	2	66	0	11	CHW	"Thanks you very much. We lost charge as our phones ran out of battery. In Mulago people don't want to see you. You can go there when you are sick but you don't know where to start from . No one in there to guide you. You have to give money at each step of the way. That is why people don't go. Part B. We could have doctors, but they think in our country money has lost value, the money is so little that someone assumes that after going to school they will gain money. But they don't so they go abroad. That is why we don't have enough doctors. Part C. Those doctors should be brought to those small HCs like Mukono because it is near by. Leaving aside the issue of not seeing the doctors, someone from Makata has stsayed their whole life here and can't navigate Kampala. This makes them anxious. So I suggest the doctors come closer to the people. "
139	139	1	84	2	66	0	11	Facilitator	"Ok Thanks for all our answers - the hole is behind the pinna. It is called PRE-AURICULAR FISTULA. This is NOT  a cholesteatoma like some have suggested. Francesca it is also not the ear drum - you can only see the ear drum by looking inside the ear using the otoscope - this is the outside of the ear. Harriet, you are right in saying you need to refer to specialists, and that this can cause damage to the bone, however it will not cause cancer. It is more likely to cause a brain infection."
139	139	1	84	2	66	0	11	CHW	"Greetings fellow health workers and thanks for the work you're doing. Malnutrition is when a child feeds on food that is not important to the body. Important food to the body includes body building food, energy giving and one that fights against diseases. In my community we call it ""omusana"" which I think the whites call kwashiokor but correct me if not. Some call it ""obwosi"".  It is common amongst children who are not well fed and if their mothers were not having food rich in carbohydrates and that responsible for fighting against diseases while pregnant. Others didn't swallow iron tablets that enable the child to grow healthy. That's what causes malnutrition."
139	139	1	84	2	66	0	11	Facilitator	Thanks Dorothy.. Malnutrition yes can be caused by eating an unvaried diet but it is mainly due to not enough food.
139	139	1	84	2	66	0	11	CHW	"Thank you my fellow participants. People don't go to the government health centers because of the pain the have to endure. You have to wake up early to get there as soon as possible only for them to arrive at later hours. You then wait for long hours, and as you are finally about the get them, they break off for lunch. They then take long hours having lunch. If you have some little money you would rather go to a private clinic where you are more likely to receive immeadiate attention. "
139	139	1	84	2	66	0	11	CHW	"Good morning VHTs.I wish you a nice Sunday. My advice for todays question - be very hygenic in the home whether in the kitchen, the house, or the things she uses to prepare food. Another thing I advise her is to spray the cockroaches and flies and to not let them to get on the food. Also I advise her to cover the toilet. Another thing I advise her is not to keep animals around the house because Catherine told us that isn't good. Make sure you cook meat well. Also I teach her to tell the kids to wash their hands after they eat and the mum with soap even when preparing the food for the kids. Also giving them boiled water. Also boiling the water at home used to cook food - because using water which isn't boiled also causes diahorrea. "
139	139	1	84	2	66	0	11	Facilitator	"Thanks Patricia - it is actually called 'Microtia'. It can be fixed with surgery so it is important to tell the child that. It is not something caused by God, but it is a congenital abnormality."
139	139	1	84	2	66	0	11	Facilitator	"Hi Everyone, welcome to the group. The purpose of this group is the share bi-monthly learning cases basd on the information you have collected on home visits. Catherine will be incharge of releasing the cases. Please respond to each case question each day and ask your fellow VHTs if you have any problems with any of the questions or if you don't understand something. Thank you for your efforts!"
139	139	1	84	2	66	0	11	Facilitator	Thank you Luke. We have not reached the lower part. You didn't put the sex of the patient. 
139	139	1	84	2	66	0	11	Facilitator	 Hi All VHTs. Thanks for your answers. I think we need to just do some refresher training on acute otitis media. Perhaps Bryan and Catherine can deliver this when I am away as most of the answers today were not correct unfortunatly.
139	139	1	84	2	66	0	11	CHW	" Greetings to you all fellow health workers. This is my answer to today's question. After the mother explaining that to me, I can tell if the child is malnourished by pressing their leg and if it leaves a hole it means they are malnourished. If I find out they are malnourished, I advise the mother on what to do. Thank you."
139	139	1	84	2	66	0	11	Facilitator	Thanks all those who replied to todays question - the question was what treatment do you give Patricia. What you can do in that situation is give ORS - ORS is a solution of sugar and salt. And they also need zinc tablets. After that you have to refer Patricia to the health centre for more treatment. Thank you so much. 
139	139	1	84	2	66	0	11	CHW	Greetings to my VHTs. Sorry I did not answer yesterday I was at a burial so I didn't have time. If I examine the patient and I see they have cholesteatoma I refer the patient as soon as possible. 
139	139	1	84	2	66	0	11	CHW	Welcome back from the meeting. Thanks for the work. It's me Patricia and this is my reply to today's question. That patient has a hearing loss so I would advise him to go and see ENT specialists for further examination. They would also advise him to get hearing aids to amplify sounds.
139	139	1	84	2	66	0	11	CHW	Good morning fellow health workers and thank God for this day.This is my answer to today's question. We must encourage people to sleep under treated mosquito nets. We should ask them to buy them if they can't get them from the health centre. They need to drain stagnant water around them too. Stagnant water is a breeding place for mosquitoes. They should also close their windows early and put screen nets on them. That's what I have to say about today's question.
139	139	1	84	2	66	0	11	CHW	"Greetings fellow health workers. Catherine, Bryan and Mr. Andrew greetings too. I have seen today's question. What causes malaria...there are many types of malaria including typhoid and the one caused by mosquito bites. Drinking unboiled water and not sleeping under a mosquito net make someone suffer from malaria. There are several types of malaria best known by health workers above us. That's my reply to today's question. Have a good day."
139	139	1	84	2	66	0	11	CHW	"Greetings VHTs. We usually give our opinions. What I think of Karl's answer that diarrhoea is caused by eating dirty stuff differs a little from his. Someone who eats dirty things gets typhoid but diarrhoea is caused by other things. One who eats dirty things passes out stool with blood but diarrhoea is caused by a lot of other things like too much heat in the stomach, eating a lot of food stuff and many others. That's what I think. Thank you."
139	139	1	84	2	66	0	11	Peer supervisor	" Greetings fellow health workers. Now this is my answer to today's question. I would first of all advise Enoch's mother  to take that child for immunisation like my fellows have mentioned. The symptoms of malnutrition include thin and lighter hair, swollen cheeks, pot belly and sometimes swollen arms. Such children tend to be sickly and take long to heal even with treatment. Another symptom is low body weight for their age. Also, they are always sad and do not play with others and they look tired all the time. If you lay them down on their bellies, the skin from their thighs to the buttocks becomes wrinkled. That's how I can tell if Enoch is malnourished."
-161	139	2	84	1	66	0	11	Facilitator	Wow great insights everyone. Thank you for answering the questions and for your work in the case this week. I'll be back in makata on Sunday . will see you all on Monday
139	139	1	84	2	66	0	11	CHW	"All of you fellow VHTs, Andrew, Bryan, Catherine in your respective areas, I have just received this question. My phone was showing the word no service in place of the company name MTN. After switching it off is when I received the question but all along I thought it was a general problem from the company. I have seen the question very late. Forgive me. In the picture it's like there's a child but an older one who was born with something like a hole on the pinna. I usually see them on people but they hardly have any problems with them like pain. If I find someone like that having a problem with it, I don't give them any other advice but refer them to any ENT specialist for further advice or even treatment. But from what I know they hardly cause any pain unless the one bearing it experiences some changes otherwise they never have any problems. It's congenital so I advise the person to go and see ENT specialists. That's how I can handle it. I remain VHT Gordon at Makata. Thank you so much though I've replied late. I am sorry."
139	139	1	84	2	66	0	11	Facilitator	Hi vhts. I am writing a diahorrea case today as per Harriet's request.  I am so sorry for delaying the case. I've just had a really busy few days. But I will send it to Catherine today and I'll be back in makata on Monday
139	139	1	84	2	66	0	11	CHW	"Greetings to you. It's me Isabella Kizza. Forgive me my airtel network ain't good and as I speak now I just climbed a tree. What I would tell the people in my community about preventing malaria doesn't differ so much from what my fellows have said. They include sleeping under a treated mosquito net, slashing tall grass and clearing bushes around their homes, covering holes that retain water now that we are in a rainy season and removing broken stuff like basins and bottles. They should also close windows and doors as early as possible before mosquitoes enter. They need to put screen nets in their windows too. That's what I can tell the people in my community. To answer Edward's question of whether eating so much maize can cause malaria, I think it doesn't. When someone eats the body reacts and their temperature rises which blacks mistake for malaria but it's just high temperature and not malaria. Thank you so much."
139	139	1	84	2	66	0	11	CHW	"Greetings VHTs; there is a question which had remained that Catherine had asked us - the one saying who is supposed to buy the medicine. First of all I greet you all. Those who wee there yesterday in the training, thank you so much Catherine, and also our coordinator Andrew and Mr. Bryan and also other doctors who gave us the last training. Both of them. They all did a great job for the country because it was all about health but I thank the VHTs who came from far. If I am to respond to the other question the patient has to try as much as possible to buy the medicine, because in the government hospitals - sometimes there is no medicine other than panadol which can't heal her problem. Let us see if we don't have another question - let me keep scrolling. "
139	139	1	84	2	66	0	11	CHW	"I greet you all fellow VHTs. It's me Nora and this is my answer for today's question. First of all, I clean the boy's ear using antiseptics, then I dry it, after I give him antibiotic drops to kill bacterial germs. That's how I've answered today's question. Have a good day."
139	139	1	84	2	66	0	11	Facilitator	Good morning VHTs. How would you manage this patient? What advice would you give them? If wax doesn’t come out after using olive oil and washout what should you do?
139	139	1	84	2	66	0	11	CHW	"Greetings in the name of our Lord Jesus Christ and thanks for the work you're doing. How are you our bosses? Thank God for enabling you to serve us. I also thank our interpreters and may God bless them. How are you our supervisors Edward and Dorothy? Thank God who has protected you. Fellow VHTs, I love you in Christ. Now this is my answer to today's question. If the mother of that child asks me what to do, I advise her to buy her pain killers because of the pain and as a form of first aid. Truth is I am not the one supposed to treat that kind of disease so I refer them to ENT specialists for treatment. There is no pus to wash out or a hole so I cannot handle them. That's my answer to today's question."
139	139	1	84	2	66	0	11	CHW	Well done Miss Catherine. We have understood the questions but most of the VHTs are now in the garden planting because it rained. We have understood the questions and we shall reply. Thanks so much.
139	139	1	84	2	66	0	11	CHW	"The treatment I can give to Patricia who I find out is dehydrated after checking  is mixing for her ORS. After giving her the ORS, I study her situation and if the diarrhoea stops, I don't refer her. If it doesn't stop, I refer her to the nearest health centre for treatment. Thanks so much."
-161	139	2	84	1	66	0	11	Facilitator	Thanks very much those who have given me all your different ideas about todays cases. You have given good ideas indeed. To those who have not managed to give your ideas today we try next time to see that you reply. You are not going to get any more cases up to the 11th of March. Therefore I REQUEST that if there is something you wish to talk about you use the other WhatsApp group. Thank you very much and have a good night. 
139	139	1	84	2	66	0	11	Peer supervisor	"I also greet you VHTs; so for todays question what I do for Mrs. Annette I don’t give antibiotics even if they want them so much. I don’t give them and explain why I am not giving them antibiotics. I explain to her I examine the ears when they are normal so she does not need to use the antibiotics. I also don't see any kind of treatment that needs to be given to her as she only has itching in the ear. Itching in the ear does not have medicine. But what I can tell her, is that it could be because of too much heat, wax and bacteria like fungus. So I tell her to go to the hospital for more examination. That is where she can get treatment from. "
139	139	1	84	2	66	0	11	CHW	Greetings fellow VHTs. The first reason as to why patients don't go to Mulago is because the doctors there lack morale. The government cares less about patients. A patient spends the whole day and night in line and still doesn't get seen.It has ever happened to me too. That's the first reason that stops them. Those with money always access them.
139	139	1	84	2	66	0	11	Facilitator	The next case will be released in 2 weeks time. Until then we can go back to the seeta nazigo/makata and kirujja butoke and kavuule groups unless people have important learning points to share in this group.
139	139	1	84	2	66	0	11	CHW	"Greetings fellow VHTs, Andrew, Bryan and Catherine. Thanks for the work you're doing for us. When I see that picture I see a hole. That hole in most cases is congenital but sometimes it's an infection with discharge coming out of it. If it's just like that with nothing coming out, I encourage the person and tell them there's no problem. But if it has any damage I refer the person to a specialist for further examination. That's my reply to the question."
-156	156	2	83	3	62	1	11	CHW	"Hello Dr. Andrew  I have a patient who has a swelling on the ear, but today we are meeting at 2pm so please can we see them together?"
-161	161	2	84	3	66	1	11	CHW	Hi Andrew. Good morning. I have a patient we were going to see today. He has a hearing loss and a swelling of the pinna and it has a perforation like a sinus on it. So I told them we will meet in town. Another patient does not hear. 
7	161	1	84	3	66	2	11	Facilitator	Hi Harriet. Sorry for the delay in replying. Did you find someone to help you film your video? Did you find out if they were malnourished ?  If you need to advise the mother then tell her to go to the health centre for an assessment by wicliffe
7	161	1	84	3	66	2	11	CHW	"It could be true because she has wounds. Also, this lady called X who had pus from the ears kept complaining of pain but I asked her and she said she no longer feels it. She also said she can at least hear a few words when someone speaks. We shall go back and check on her. Another thing, there's also X. When you look at Monday's program, I would like Andrew to see him as well. Thanks and good night."
7	161	1	84	3	66	2	11	CHW	Greetings to you all VHTs. I found a patient called X. The problem she has is that the ear is swollen like you see in the picture and it is painful. She is in so much pain. I would like feedback from Andrew. 
